task	class	method	rank	feature_index	unitig_id	attribution	unitig_len	n_samples_used
material	leaf	ig	23	7239	2827629	0.1237601488828659	138	40
material	leaf	ig	24	34113	3029428	0.11567196995019913	69	40
material	leaf	ig	25	38746	3083418	0.10927017033100128	62	40
material	leaf	ig	26	35595	3055230	0.1077391728758812	81	40
material	leaf	ig	27	76975	3385353	0.10666106641292572	61	40
material	leaf	ig	28	68762	3338824	0.103509321808815	107	40
material	leaf	ig	29	49393	3194724	-0.10204126685857773	71	40
material	leaf	ig	30	64945	3326613	0.08667780458927155	100	40
material	leaf	ig	31	16025	2873873	0.08507545292377472	132	40
material	leaf	ig	32	46721	3163633	0.08484922349452972	104	40
material	leaf	ig	33	2317	2811809	0.0836520791053772	115	40
